id,label,score
66299939,POSITIVE,0.9988842606544495
38216053,POSITIVE,0.9991270899772644
37283949,NEGATIVE,0.977297306060791
79644686,POSITIVE,0.953962504863739
48421944,NEGATIVE,0.9992889165878296
80312859,POSITIVE,0.9968574047088623
62449896,NEGATIVE,0.9805969595909119
42123197,POSITIVE,0.95195072889328
93846823,POSITIVE,0.968887984752655
23835022,NEGATIVE,0.9957960844039917
40742410,NEGATIVE,0.9337528944015503
97222025,POSITIVE,0.8157180547714233
56032727,NEGATIVE,0.6137238144874573
65093677,NEGATIVE,0.9967670440673828
27578753,NEGATIVE,0.9483166337013245
10512581,POSITIVE,0.945527970790863
25910992,NEGATIVE,0.7480059266090393
78774861,NEGATIVE,0.9504863023757935
79686275,POSITIVE,0.6716675162315369
44523121,NEGATIVE,0.9995858073234558
45299900,POSITIVE,0.9178315997123718
37918423,NEGATIVE,0.9785958528518677
56549065,NEGATIVE,0.9899225831031799
72982966,NEGATIVE,0.9930257797241211
35316853,POSITIVE,0.9995369911193848
88629932,POSITIVE,0.5557054281234741
98455309,POSITIVE,0.9975771307945251
43873444,NEGATIVE,0.9663981199264526
58767726,POSITIVE,0.9760928153991699
70013452,POSITIVE,0.9855060577392578
90560532,POSITIVE,0.8478427529335022
53073751,POSITIVE,0.9970659613609314
63323516,POSITIVE,0.9867773652076721
30283672,NEGATIVE,0.9977743029594421
77575932,NEGATIVE,0.991564154624939
56060845,POSITIVE,0.9888625741004944
60482668,NEGATIVE,0.9994445443153381
16945840,NEGATIVE,0.9975312948226929
20593294,POSITIVE,0.9988694787025452
55473911,NEGATIVE,0.9968632459640503
89858580,POSITIVE,0.999150276184082
63737964,NEGATIVE,0.9996738433837891
38485140,POSITIVE,0.9988592863082886
83630183,POSITIVE,0.9448081851005554
11641134,POSITIVE,0.9538978338241577
76815584,NEGATIVE,0.9931198358535767
28151031,NEGATIVE,0.9523681402206421
54706315,NEGATIVE,0.987932026386261
38992904,POSITIVE,0.9968323111534119
86968444,POSITIVE,0.9950632452964783
21190419,NEGATIVE,0.9970447421073914
77047689,NEGATIVE,0.999646782875061
23916469,NEGATIVE,0.9926285743713379
21216132,NEGATIVE,0.9842396974563599
26481599,POSITIVE,0.5847008228302002
99748004,POSITIVE,0.6412895917892456
76367074,NEGATIVE,0.9989608526229858
82198700,NEGATIVE,0.9788828492164612
27613461,NEGATIVE,0.9974121451377869
63413382,NEGATIVE,0.9989521503448486
9462392,POSITIVE,0.9966506361961365
93726295,POSITIVE,0.9810741543769836
36542306,POSITIVE,0.9156161546707153
72395851,NEGATIVE,0.5256227254867554
20970499,NEGATIVE,0.9961363673210144
29706317,NEGATIVE,0.6249935030937195
93057974,POSITIVE,0.9442093372344971
44510261,NEGATIVE,0.9834845662117004
85483003,POSITIVE,0.9990648627281189
76386359,POSITIVE,0.9743300080299377
51698511,NEGATIVE,0.9993672966957092
462825,POSITIVE,0.943203866481781
85891422,NEGATIVE,0.9967424273490906
96606311,NEGATIVE,0.9976884126663208
59068487,NEGATIVE,0.9920623302459717
42016199,POSITIVE,0.9774019718170166
55370328,NEGATIVE,0.9642128944396973
72339254,NEGATIVE,0.792585015296936
90307803,POSITIVE,0.9877845048904419
27123961,POSITIVE,0.9939484596252441
77095147,POSITIVE,0.9869721531867981
91903144,NEGATIVE,0.9972444772720337
92406901,NEGATIVE,0.9994345307350159
52099511,POSITIVE,0.8383650779724121
6129991,POSITIVE,0.9997239708900452
52900117,NEGATIVE,0.9959709048271179
86052325,NEGATIVE,0.9997021555900574
83263957,NEGATIVE,0.9962360262870789
73266498,NEGATIVE,0.9972283244132996
46984887,POSITIVE,0.5171960592269897
81586064,POSITIVE,0.9747547507286072
23617464,NEGATIVE,0.9966739416122437
19928398,NEGATIVE,0.9989616870880127
95750767,POSITIVE,0.9747565984725952
76879096,POSITIVE,0.5964142084121704
13668359,NEGATIVE,0.9974074959754944
13230748,NEGATIVE,0.99943608045578
61311814,NEGATIVE,0.9519810676574707
53854589,POSITIVE,0.9640427231788635
25195200,NEGATIVE,0.7830026149749756
12731567,POSITIVE,0.9946961402893066
4787888,POSITIVE,0.9771375060081482
72541852,POSITIVE,0.8988219499588013
41986056,POSITIVE,0.9607939124107361
20865604,POSITIVE,0.9461854696273804
27047994,POSITIVE,0.9506337642669678
13833471,POSITIVE,0.9989564418792725
23812151,NEGATIVE,0.9929412603378296
6281288,NEGATIVE,0.9965156316757202
54993322,NEGATIVE,0.9796764850616455
23044995,POSITIVE,0.5076043605804443
45680963,NEGATIVE,0.9992218017578125
43064156,NEGATIVE,0.9995680451393127
61535710,NEGATIVE,0.9536885023117065
98066929,POSITIVE,0.8477060198783875
45510846,NEGATIVE,0.9915591478347778
97058178,POSITIVE,0.9870042204856873
28559614,POSITIVE,0.9934833645820618
58070644,NEGATIVE,0.9702585339546204
71381714,POSITIVE,0.9977578520774841
26276766,NEGATIVE,0.7771759629249573
16922446,NEGATIVE,0.9846422076225281
23290921,NEGATIVE,0.9905810952186584
51010206,NEGATIVE,0.5503941178321838
76490791,POSITIVE,0.9974020719528198
97088008,NEGATIVE,0.9550585746765137
91810403,NEGATIVE,0.997788667678833
97640529,POSITIVE,0.7705315947532654
63947856,NEGATIVE,0.8431738018989563
42439257,POSITIVE,0.9957236051559448
11991998,NEGATIVE,0.9803413152694702
17431478,NEGATIVE,0.6507238149642944
96005049,NEGATIVE,0.9996641874313354
96028828,NEGATIVE,0.9883854389190674
41576237,NEGATIVE,0.9458299279212952
2668644,NEGATIVE,0.8901034593582153
52413101,NEGATIVE,0.6609644889831543
30471602,NEGATIVE,0.9985260367393494
3712246,NEGATIVE,0.8950409293174744
28446776,POSITIVE,0.9860522747039795
51393214,NEGATIVE,0.9590595364570618
31063475,NEGATIVE,0.8222340941429138
48410609,NEGATIVE,0.9963276982307434
67386963,POSITIVE,0.9978935122489929
8750352,POSITIVE,0.9923262596130371
52399727,NEGATIVE,0.9789749383926392
89084831,NEGATIVE,0.9877482652664185
83122469,NEGATIVE,0.9985339641571045
59465792,POSITIVE,0.9988042116165161
15178355,NEGATIVE,0.9153273105621338
30929200,NEGATIVE,0.9108832478523254
45449117,NEGATIVE,0.9953631162643433
84046651,NEGATIVE,0.9235833287239075
51528077,NEGATIVE,0.9997614026069641
37487662,NEGATIVE,0.9976625442504883
48773623,NEGATIVE,0.9850993752479553
25829198,NEGATIVE,0.9943094253540039
70278295,POSITIVE,0.8854100108146667
43611156,POSITIVE,0.7608194947242737
72102246,NEGATIVE,0.6187514662742615
36993998,NEGATIVE,0.9996476173400879
6476324,POSITIVE,0.934336245059967
39942119,NEGATIVE,0.8886672258377075
55136334,NEGATIVE,0.999690055847168
67286692,NEGATIVE,0.9426988959312439
70750084,NEGATIVE,0.9498353004455566
25500553,NEGATIVE,0.9564456343650818
51542015,NEGATIVE,0.996015727519989
19953275,POSITIVE,0.7956724762916565
70819387,NEGATIVE,0.9192864894866943
87169591,POSITIVE,0.8618439435958862
95448688,POSITIVE,0.7490543127059937
50250537,NEGATIVE,0.9550349712371826
7579918,NEGATIVE,0.9322813749313354
55301318,NEGATIVE,0.8364529609680176
44225850,POSITIVE,0.9972817897796631
44606904,NEGATIVE,0.5963967442512512
83756719,NEGATIVE,0.9751166701316833
83707651,NEGATIVE,0.9899543523788452
33685717,NEGATIVE,0.8337494730949402
45330843,NEGATIVE,0.9071849584579468
52540477,NEGATIVE,0.7640953063964844
29620336,NEGATIVE,0.9984429478645325
86492238,NEGATIVE,0.9969425797462463
88100770,POSITIVE,0.9589319229125977
6902486,NEGATIVE,0.9940529465675354
96731175,NEGATIVE,0.9803664088249207
69877586,POSITIVE,0.8428137898445129
82763470,NEGATIVE,0.9970638155937195
34673374,NEGATIVE,0.9993801116943359
41380669,NEGATIVE,0.5492032170295715
53623957,POSITIVE,0.9969577789306641
76278514,POSITIVE,0.9891411066055298
53673361,NEGATIVE,0.8389458656311035
84580979,NEGATIVE,0.9995081424713135
85642138,NEGATIVE,0.9981195330619812
15637550,NEGATIVE,0.9899047017097473
25815074,NEGATIVE,0.905726432800293
12136229,NEGATIVE,0.9519810676574707
63570863,POSITIVE,0.994246780872345
91509866,NEGATIVE,0.9882819056510925
62914630,NEGATIVE,0.9910481572151184
61960511,NEGATIVE,0.9930094480514526
69086660,NEGATIVE,0.991223931312561
79741563,POSITIVE,0.9801881313323975
22121031,POSITIVE,0.9994099140167236
9273985,NEGATIVE,0.8701514601707458
33162254,NEGATIVE,0.9582306742668152
96814359,NEGATIVE,0.9613660573959351
32340646,NEGATIVE,0.8933015465736389
5213051,NEGATIVE,0.9990473389625549
46379874,POSITIVE,0.9947195053100586
40515752,NEGATIVE,0.8102495074272156
29561104,NEGATIVE,0.9995551705360413
71767740,POSITIVE,0.9762633442878723
12166710,NEGATIVE,0.9919486045837402
94069534,NEGATIVE,0.9973506927490234
60311456,NEGATIVE,0.9748544692993164
34013134,NEGATIVE,0.9990837574005127
9243041,POSITIVE,0.8870135545730591
58093196,POSITIVE,0.9959874749183655
98756430,POSITIVE,0.9492342472076416
42334109,POSITIVE,0.9930063486099243
45314319,NEGATIVE,0.9184649586677551
28405983,NEGATIVE,0.9099684953689575
55503221,POSITIVE,0.5260809063911438
13969623,NEGATIVE,0.9955815672874451
45507044,NEGATIVE,0.997927188873291
892453,POSITIVE,0.9584370255470276
88700278,NEGATIVE,0.9976524710655212
70999932,POSITIVE,0.998213529586792
72640002,POSITIVE,0.9995373487472534
48737806,NEGATIVE,0.9928674697875977
43253998,NEGATIVE,0.9027104377746582
17981121,NEGATIVE,0.9909069538116455
1509267,NEGATIVE,0.9983522891998291
13093528,NEGATIVE,0.9286432266235352
69910245,NEGATIVE,0.9420928955078125
33583124,NEGATIVE,0.5323026180267334
5046296,POSITIVE,0.9747547507286072
18751799,NEGATIVE,0.9104216694831848
28850076,NEGATIVE,0.9991466999053955
35279919,NEGATIVE,0.9274060130119324
95308245,NEGATIVE,0.9944329857826233
23913265,POSITIVE,0.9997584223747253
57045083,NEGATIVE,0.9985254406929016
15841828,NEGATIVE,0.9990097284317017
58911195,POSITIVE,0.9629377126693726
21160356,POSITIVE,0.9816267490386963
63342294,NEGATIVE,0.8794415593147278
78541720,NEGATIVE,0.9989436268806458
8455748,NEGATIVE,0.9914037585258484
79677768,NEGATIVE,0.9380104541778564
83388174,NEGATIVE,0.9197441935539246
68880022,POSITIVE,0.9856904149055481
88792887,POSITIVE,0.9996801614761353
29319115,NEGATIVE,0.9952753782272339
77381181,NEGATIVE,0.9546095728874207
58386103,NEGATIVE,0.9994673132896423
70545401,NEGATIVE,0.9950389266014099
83465171,POSITIVE,0.9944503307342529
51557950,POSITIVE,0.6291531920433044
75756149,NEGATIVE,0.9996799230575562
25239683,POSITIVE,0.6062636971473694
83704272,NEGATIVE,0.9797024130821228
36440755,NEGATIVE,0.996776282787323
33716980,POSITIVE,0.9968202114105225
54649780,NEGATIVE,0.8719779253005981
63397279,POSITIVE,0.9965623021125793
25556429,NEGATIVE,0.9845640659332275
47118206,NEGATIVE,0.9991324543952942
7142696,POSITIVE,0.776566743850708
53508664,NEGATIVE,0.9997555613517761
76169443,POSITIVE,0.9826050996780396
71042155,NEGATIVE,0.9914842247962952
43138675,NEGATIVE,0.9995027780532837
47969077,POSITIVE,0.9996342658996582
84904659,NEGATIVE,0.9990969896316528
90942742,POSITIVE,0.882206916809082
86752877,POSITIVE,0.8596090078353882
1894887,NEGATIVE,0.997890055179596
98799690,NEGATIVE,0.9982775449752808
48905070,NEGATIVE,0.9998077750205994
99219744,POSITIVE,0.9934925436973572
23840483,NEGATIVE,0.9996212720870972
2025787,POSITIVE,0.9892606735229492
17194616,NEGATIVE,0.9945428371429443
76316171,NEGATIVE,0.9676529765129089
78011789,POSITIVE,0.9941129088401794
42825541,NEGATIVE,0.9893262386322021
91062250,NEGATIVE,0.998083233833313
57161978,NEGATIVE,0.7776288986206055
11831612,NEGATIVE,0.9921002984046936
76136907,NEGATIVE,0.9879903197288513
1754810,NEGATIVE,0.9807422161102295
53061838,NEGATIVE,0.9834626317024231
78667730,NEGATIVE,0.8191457390785217
42240714,NEGATIVE,0.9894145727157593
95570929,POSITIVE,0.9711450338363647
10118507,NEGATIVE,0.9844290018081665
68283862,POSITIVE,0.9660716652870178
62838295,NEGATIVE,0.9804123640060425
54368233,NEGATIVE,0.9731969237327576
67515891,POSITIVE,0.969269871711731
18125339,POSITIVE,0.9961632490158081
94180960,POSITIVE,0.8222895264625549
78246615,POSITIVE,0.9968569278717041
11345971,NEGATIVE,0.9997506737709045
81525800,NEGATIVE,0.9936891794204712
99674988,NEGATIVE,0.9993946552276611
82375419,POSITIVE,0.9762669801712036
34585161,POSITIVE,0.8147836327552795
67750462,NEGATIVE,0.9675772190093994
31845456,NEGATIVE,0.9536885023117065
1746731,POSITIVE,0.9959428906440735
21513342,POSITIVE,0.9979146122932434
27009154,NEGATIVE,0.9770324230194092
49175616,POSITIVE,0.9896084666252136
5966706,NEGATIVE,0.639876663684845
43959498,POSITIVE,0.5525786280632019
63480705,NEGATIVE,0.9905731081962585
72383361,POSITIVE,0.956643283367157
576173,NEGATIVE,0.9915573596954346
71640172,NEGATIVE,0.9782861471176147
7877238,POSITIVE,0.8790250420570374
51338612,NEGATIVE,0.9804338812828064
76494871,NEGATIVE,0.9415513873100281
32401115,NEGATIVE,0.8844702839851379
99368919,NEGATIVE,0.9244203567504883
21700064,NEGATIVE,0.5077069997787476
17289705,NEGATIVE,0.9908372163772583
58780514,NEGATIVE,0.5617388486862183
56036872,NEGATIVE,0.8545299768447876
42574048,NEGATIVE,0.999325156211853
37778457,POSITIVE,0.9978158473968506
28699183,NEGATIVE,0.9985833168029785
25967142,NEGATIVE,0.8066253066062927
72531929,NEGATIVE,0.9903258681297302
99442783,NEGATIVE,0.9782017469406128
12502528,POSITIVE,0.9573869109153748
2196956,NEGATIVE,0.9952099919319153
4296616,POSITIVE,0.988100528717041
16956333,POSITIVE,0.5982274413108826
42999884,NEGATIVE,0.8966697454452515
95928940,NEGATIVE,0.9265075922012329
39026552,NEGATIVE,0.8965328931808472
24044080,NEGATIVE,0.9723497629165649
4719809,NEGATIVE,0.9176468253135681
65570983,NEGATIVE,0.9849812984466553
1634473,POSITIVE,0.5262271761894226
10741965,POSITIVE,0.8880581855773926
71160167,POSITIVE,0.969277560710907
33506252,NEGATIVE,0.979820728302002
44071541,POSITIVE,0.99764084815979
82945787,NEGATIVE,0.9609560370445251
66248815,NEGATIVE,0.9995322227478027
98690181,POSITIVE,0.8603765964508057
42384514,NEGATIVE,0.9996057152748108
39595609,NEGATIVE,0.9526038765907288
4372595,NEGATIVE,0.8850734233856201
78381000,POSITIVE,0.8341271281242371
10819580,NEGATIVE,0.6993550658226013
38917822,NEGATIVE,0.9988942742347717
94954890,NEGATIVE,0.9956419467926025
7631979,NEGATIVE,0.9925867915153503
93437468,POSITIVE,0.9867503046989441
48712256,POSITIVE,0.6216285228729248
32151477,NEGATIVE,0.9899098873138428
42538440,POSITIVE,0.8980199098587036
70960925,NEGATIVE,0.8980592489242554
26210724,NEGATIVE,0.9977847933769226
18873493,POSITIVE,0.9007781147956848
45396611,NEGATIVE,0.9656131863594055
40204741,POSITIVE,0.9461854696273804
39114474,NEGATIVE,0.9996192455291748
2570181,NEGATIVE,0.9625709056854248
